Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick
2012,Chris Rainey,RB,Florida,5-8,180.0,4.36,36.5,16.0,120.0,6.5,3.93,True,5,159
2012,Kheeston Randall,DT,Texas,6-5,293.0,5.0,34.0,28.0,111.0,7.49,4.84,True,7,215
2012,Rueben Randle,WR,LSU,6-3,210.0,4.55,31.0,15.0,121.0,6.99,4.36,True,2,63
2012,Antwuan Reed,CB,Pittsburgh,5-10,188.0,4.58,36.5,14.0,124.0,,4.2,False,,
2012,Riley Reiff,OT,Iowa,6-6,313.0,5.16,26.5,23.0,98.0,7.87,4.75,True,1,23
2012,Beau Reliford,TE,Florida State,6-5,256.0,4.84,,,,,,False,,
2012,Kendall Reyes,DT,Connecticut,6-4,299.0,4.82,34.5,36.0,113.0,7.43,4.53,True,2,49
2012,Matt Reynolds,OT,BYU,6-4,302.0,5.27,,25.0,,,,False,,
2012,Sean Richardson,S,Vanderbilt,6-2,216.0,4.43,38.5,22.0,128.0,7.01,4.44,False,,
2012,Trent Richardson,RB,Alabama,5-9,228.0,4.48,,,,,,True,1,3
2012,Travian Robertson,DT,South Carolina,6-4,302.0,5.12,26.0,30.0,102.0,,,True,7,249
2012,Gerell Robinson,WR,Arizona State,6-3,227.0,4.54,35.5,,113.0,,4.15,False,,
2012,Trenton Robinson,S,Michigan State,5-10,195.0,4.46,35.0,15.0,125.0,,4.15,False,,
2012,Josh Robinson,CB,Central Florida,5-10,199.0,4.29,38.5,17.0,133.0,6.55,3.97,True,3,66
2012,Keenan Robinson,ILB,Texas,6-3,242.0,4.72,35.5,27.0,120.0,,,True,4,119
2012,James Rodgers,WR,Oregon State,5-7,184.0,4.61,37.0,19.0,115.0,,4.23,False,,
2012,Evan Rodriguez,FB,Temple,6-1,239.0,4.53,36.0,18.0,119.0,6.94,4.28,True,4,111
2012,Brett Roy,DT,Nevada,6-3,275.0,5.0,30.5,32.0,108.0,7.31,4.62,False,,
2012,Zebrie Sanders,OT,Florida State,6-6,320.0,5.33,27.0,28.0,100.0,8.15,4.99,True,5,144
2012,Mohamed Sanu,WR,Rutgers,6-1,211.0,4.62,36.0,19.0,126.0,6.88,4.22,True,3,83
2012,Quentin Saulsberry,C,Mississippi State,6-2,304.0,5.28,22.0,26.0,90.0,8.19,4.99,False,,
2012,Mitchell Schwartz,OT,California,6-5,318.0,5.38,26.5,23.0,89.0,7.86,4.87,True,2,37
2012,Darrell Scott,RB,South Florida,6-0,231.0,4.68,31.5,,,,,False,,
2012,Coty Sensabaugh,CB,Clemson,5-11,189.0,4.33,37.0,15.0,122.0,6.6,4.06,True,4,115
2012,Derrick Shelby,DE,Utah,6-3,266.0,4.87,35.5,26.0,116.0,7.09,4.5,False,,
2012,Amini Silatolu,OG,Midwestern State,6-4,311.0,5.33,31.5,28.0,107.0,7.95,4.87,True,2,40
2012,Harrison Smith,S,Notre Dame,6-2,213.0,4.54,34.0,19.0,122.0,6.63,4.12,True,1,29
2012,Jacquies Smith,DE,Missouri,6-3,253.0,4.75,31.5,21.0,110.0,7.25,4.31,False,,
2012,Scott Solomon,DE,Rice,6-3,262.0,4.88,35.0,34.0,124.0,7.17,4.25,True,7,211
2012,Sean Spence,OLB,Miami (FL),5-11,231.0,4.66,33.5,12.0,119.0,7.46,4.28,True,3,86
2012,Brian Stahovich,P,San Diego State,6-0,211.0,4.78,,,,,,False,,
2012,Ryan Steed,CB,Furman,5-10,195.0,4.64,34.0,12.0,121.0,6.94,4.22,False,,
2012,Donald Stephenson,OT,Oklahoma,6-5,312.0,4.94,35.5,19.0,114.0,7.52,4.78,True,3,74
2012,Devon Still,DT,Penn State,6-5,303.0,5.01,29.5,26.0,,,,True,2,53
2012,Tommy Streeter,WR,Miami (FL),6-5,219.0,4.37,33.0,17.0,125.0,7.08,,True,6,198
2012,Nathan Stupar,OLB,Penn State,6-2,241.0,4.65,31.0,21.0,116.0,6.84,4.28,True,7,230
2012,J.R. Sweezy,DT,North Carolina State,6-5,298.0,4.97,36.0,21.0,113.0,7.4,4.41,True,7,225
2012,Alameda Ta'amu,DT,Washington,6-2,348.0,5.3,26.0,35.0,103.0,,,True,4,109
2012,Ryan Tannehill,QB,Texas A&M,6-4,221.0,4.65,,,,,,True,1,8
2012,Brandon Taylor,S,LSU,5-11,209.0,4.52,33.5,,118.0,7.32,4.37,True,3,73
2012,Dave Teggart,K,Connecticut,6-0,201.0,5.25,,,,,,False,,
2012,Darron Thomas,QB,Oregon,6-3,220.0,4.77,36.0,14.0,121.0,7.17,4.28,False,,
2012,Johnny Thomas,S,Oklahoma State,5-10,206.0,4.57,35.5,20.0,123.0,7.01,4.25,False,,
2012,Phillip Thomas,S,Syracuse,5-11,198.0,4.68,33.0,14.0,122.0,,,True,4,119
2012,Brandon Thompson,DT,Clemson,6-2,314.0,5.2,31.0,35.0,100.0,7.97,4.71,True,3,93
2012,Christian Thompson,S,South Carolina State,6-0,211.0,4.42,31.5,18.0,122.0,7.33,4.13,True,4,130
2012,Andrew Tiller,OG,Syracuse,6-4,324.0,5.44,23.0,16.0,85.0,7.92,4.8,True,6,179
2012,Nick Toon,WR,Wisconsin,6-2,215.0,4.49,37.5,18.0,,,,True,4,122
2012,Danny Trevathan,OLB,Kentucky,6-0,237.0,4.84,31.5,18.0,111.0,,,True,6,188
2012,Johnnie Troutman,OG,Penn State,6-4,325.0,5.52,27.5,31.0,,7.96,5.0,True,5,149
2012,Christian Tupou,DT,USC,6-2,289.0,5.38,24.0,30.0,92.0,8.07,4.87,False,,
2012,Robert Turbin,RB,Utah State,5-10,222.0,4.42,36.0,28.0,122.0,7.16,4.31,True,4,106
2012,Marc Tyler,RB,USC,5-11,219.0,4.7,30.5,19.0,110.0,,,False,,
2012,DeAngelo Tyson,DT,Georgia,6-2,315.0,5.0,,,,,,True,7,236
2012,Courtney Upshaw,DE,Alabama,6-2,272.0,4.74,,22.0,,,,True,2,35
2012,Olivier Vernon,DE,Miami (FL),6-2,261.0,4.73,34.5,31.0,122.0,7.39,4.5,True,3,72
2012,Trevin Wade,CB,Arizona,5-10,192.0,4.52,34.5,18.0,116.0,6.87,4.0,True,7,245
2012,Dustin Waldron,OT,Portland State,6-5,305.0,5.23,26.0,29.0,103.0,7.93,4.75,False,,
2012,Blair Walsh,K,Georgia,5-9,187.0,4.96,,,,,,True,6,175
2012,Brandon Washington,OG,Miami (FL),6-3,320.0,5.14,25.0,28.0,101.0,8.22,4.87,True,6,200
2012,Rokevious Watkins,OG,South Carolina,6-4,338.0,5.29,27.0,,102.0,7.87,4.9,True,5,150
2012,Brandon Weeden,QB,Oklahoma State,6-3,221.0,4.89,,,,,,True,1,22
2012,Corey White,S,Samford,5-11,206.0,4.53,37.5,15.0,126.0,6.72,4.22,True,5,162
2012,Jordan White,WR,West. Michigan,6-0,208.0,4.63,35.0,14.0,119.0,6.84,4.13,True,7,244
2012,Tahir Whitehead,OLB,Temple,6-1,233.0,4.62,37.0,21.0,124.0,7.14,4.37,True,5,138
2012,Fozzy Whittaker,RB,Texas,5-9,193.0,4.49,,20.0,,,,False,,
2012,Carson Wiggs,K,Purdue,6-1,221.0,4.91,,,,,,False,,
2012,Kyle Wilber,OLB,Wake Forest,6-4,249.0,4.73,33.5,25.0,117.0,7.11,4.31,True,4,113
2012,David Wilson,RB,Virginia Tech,5-10,206.0,4.38,41.0,,132.0,7.09,4.12,True,1,32
2012,Russell Wilson,QB,Wisconsin,5-11,204.0,4.53,34.0,,118.0,6.97,4.09,True,3,75
2012,Billy Winn,DE,Boise State,6-4,294.0,4.86,27.0,24.0,107.0,7.37,4.44,True,6,205
2012,Patrick Witt,QB,Yale,6-3,225.0,5.06,31.5,,101.0,7.14,4.37,False,,
2012,Derek Wolfe,DT,Cincinnati,6-5,295.0,4.93,33.5,33.0,108.0,7.26,4.44,True,2,36
2012,Jerel Worthy,DT,Michigan State,6-2,308.0,5.0,28.5,,107.0,7.6,4.56,True,2,51
2012,Jarius Wright,WR,Arkansas,5-10,182.0,4.39,38.0,11.0,120.0,6.93,4.03,True,4,118
2012,Kendall Wright,WR,Baylor,5-10,196.0,4.49,38.5,,121.0,6.93,4.18,True,1,20
2012,Devon Wylie,WR,Fresno State,5-9,187.0,4.36,39.0,17.0,123.0,,,True,4,107
2012,Desmond Wynn,OG,Rutgers,6-5,303.0,4.98,32.5,28.0,,,,False,,
2012,Kevin Zeitler,OG,Wisconsin,6-4,314.0,5.32,29.0,32.0,101.0,7.77,4.61,True,1,27
2012,Markus Zusevics,OT,Iowa,6-5,303.0,5.08,,,,,,False,,
2013,Oday Aboushi,OT,Virginia,6-5,308.0,5.41,23.5,17.0,100.0,7.92,4.84,True,5,141
2013,Johnny Adams,CB,Michigan State,5-10,185.0,4.48,,16.0,,,,False,,
2013,Robert Alford,CB,SE Louisiana,5-10,188.0,4.39,40.0,17.0,132.0,6.89,4.23,True,2,60
2013,Keenan Allen,WR,California,6-2,206.0,4.58,,,,,,True,3,76
2013,Ryan Allen,P,Louisiana Tech,6-1,229.0,4.98,,,,,,False,,
2013,Zach Allen,OG,North Carolina State,6-2,332.0,5.43,,32.0,,,,False,,
2013,Kiko Alonso,ILB,Oregon,6-3,238.0,4.74,,,,,,True,2,46
2013,David Amerson,CB,North Carolina State,6-1,205.0,4.44,35.5,15.0,127.0,,,True,2,51
2013,C.J. Anderson,RB,California,5-8,224.0,4.6,32.0,17.0,119.0,7.15,4.12,False,,
2013,Ziggy Ansah,DE,BYU,6-5,271.0,4.56,34.5,21.0,118.0,7.11,4.26,True,1,5
2013,Marc Anthony,CB,California,5-11,196.0,4.63,35.0,12.0,118.0,6.74,4.07,True,7,247
2013,Terron Armstead,OT,Ark-Pine Bluff,6-5,306.0,4.71,34.5,31.0,112.0,7.62,4.72,True,3,75
2013,Tavon Austin,WR,West Virginia,5-8,174.0,4.34,32.0,14.0,120.0,,4.01,True,1,8
2013,Jeff Baca,OG,UCLA,6-3,302.0,5.03,26.5,,100.0,7.26,4.44,True,6,196
2013,Alvin Bailey,OG,Arkansas,6-3,312.0,4.95,,27.0,,,,False,,
2013,Stedman Bailey,WR,West Virginia,5-10,193.0,4.52,34.5,11.0,117.0,6.81,4.09,True,3,92
2013,David Bakhtiari,OT,Colorado,6-4,299.0,5.18,25.5,28.0,101.0,7.7,4.74,True,4,109
2013,Montee Ball,RB,Wisconsin,5-10,214.0,4.66,32.0,15.0,118.0,6.88,4.4,True,2,58
2013,Johnthan Banks,CB,Mississippi State,6-2,185.0,4.61,34.0,10.0,125.0,6.97,4.27,True,2,43
2013,Chris Barker,OG,Nevada,6-3,305.0,5.25,27.5,29.0,99.0,8.09,4.77,False,,
2013,Matt Barkley,QB,USC,6-2,227.0,4.91,,,,,,True,4,98
2013,Kenjon Barner,RB,Oregon,5-9,196.0,4.52,35.5,20.0,122.0,6.87,4.2,True,6,182
2013,T.J. Barnes,DT,Georgia Tech,6-6,369.0,5.3,22.0,25.0,97.0,8.26,4.96,False,,
2013,Sam Barrington,ILB,South Florida,6-1,246.0,4.91,32.5,22.0,117.0,,,True,7,232
2013,David Bass,DE,Missouri Western State,6-4,262.0,4.84,30.5,20.0,111.0,7.07,4.33,True,7,233
2013,Steve Beauharnais,ILB,Rutgers,6-1,240.0,4.84,33.0,19.0,118.0,6.99,4.2,True,7,235
2013,Nick Becton,OT,Virginia Tech,6-5,323.0,5.2,29.5,19.0,109.0,7.77,4.57,False,,
2013,Le'Veon Bell,RB,Michigan State,6-1,230.0,4.6,31.5,24.0,118.0,6.75,4.24,True,2,48
2013,Giovani Bernard,RB,North Carolina,5-8,202.0,4.53,33.5,19.0,122.0,6.91,4.12,True,2,37
2013,Tommy Bohanon,FB,Wake Forest,6-1,246.0,4.88,35.0,36.0,119.0,7.27,4.42,True,7,215
2013,Travis Bond,OG,North Carolina,6-6,329.0,5.27,22.5,22.0,98.0,7.85,4.96,True,7,214
2013,Alan Bonner,WR,Jacksonville State,5-10,193.0,4.59,33.0,14.0,117.0,,4.15,True,6,195
2013,Zach Boren,FB,Ohio State,5-11,238.0,5.0,32.0,25.0,109.0,7.28,4.44,False,,
2013,Jon Bostic,OLB,Florida,6-1,245.0,4.59,32.5,22.0,118.0,6.99,4.24,True,2,50
2013,Josh Boyce,WR,TCU,5-11,206.0,4.38,34.0,22.0,131.0,6.68,4.1,True,4,102
2013,Josh Boyd,DT,Mississippi State,6-3,310.0,5.14,26.5,32.0,104.0,7.16,4.64,True,5,167
2013,John Boyett,S,Oregon,5-10,204.0,4.64,,27.0,,,,True,6,192
2013,Tyler Bray,QB,Tennessee,6-6,232.0,5.05,,,100.0,7.2,4.51,False,,
2013,Dylan Breeding,P,Arkansas,6-1,213.0,4.74,29.0,11.0,110.0,,,False,,
2013,Arthur Brown,OLB,Kansas State,6-0,241.0,4.62,,,116.0,,,True,2,56
2013,Braden Brown,OT,BYU,6-5,310.0,5.2,28.0,26.0,100.0,7.43,4.7,False,,
2013,Marlon Brown,WR,Georgia,6-4,213.0,4.63,,,,,,False,,
2013,Armonty Bryant,DE,East Central (OK),6-4,263.0,4.86,31.5,,118.0,7.32,5.0,True,7,217
2013,Michael Buchanan,DE,Illinois,6-5,255.0,4.78,33.0,22.0,113.0,6.91,4.44,True,7,226
2013,Rex Burkhead,RB,Nebraska,5-10,214.0,4.73,39.0,21.0,125.0,6.85,4.09,True,6,190
2013,Adrian Bushell,CB,Louisville,5-9,186.0,4.58,33.0,17.0,116.0,6.92,4.25,False,,
2013,Colby Cameron,QB,Louisiana Tech,6-2,212.0,4.78,30.5,,112.0,6.98,4.28,False,,
2013,Anthony Cantele,K,Kansas State,5-10,180.0,4.76,,,,,,False,,
2013,Tank Carradine,DE,Florida State,6-4,276.0,4.9,,28.0,,,,True,2,40
2013,Braxston Cave,C,Notre Dame,6-3,303.0,5.33,25.5,,98.0,7.81,4.71,False,,
2013,Emmett Cleary,OT,Boston Col.,6-7,316.0,5.21,28.5,24.0,108.0,7.81,4.7,False,,
2013,Jamie Collins,OLB,Southern Miss,6-3,250.0,4.64,41.5,19.0,139.0,7.1,4.32,True,2,52
2013,Sanders Commings,CB,Georgia,6-0,216.0,4.41,34.5,,117.0,7.1,4.3,True,5,134
2013,Jonathan Cooper,OG,North Carolina,6-2,311.0,5.07,27.0,35.0,108.0,7.78,4.84,True,1,7
2013,Bobby Cowan,P,Idaho,6-4,219.0,5.13,,,,,,False,,
2013,Justice Cunningham,TE,South Carolina,6-3,258.0,4.94,31.5,,116.0,7.12,4.45,True,7,254
2013,Jonathan Cyprien,S,Florida International,6-0,217.0,4.64,38.5,,,,,True,2,33
2013,Knile Davis,RB,Arkansas,5-11,227.0,4.37,33.5,31.0,121.0,6.96,4.38,True,3,96
2013,Marcus Davis,WR,Virginia Tech,6-3,233.0,4.56,39.5,19.0,120.0,7.15,,False,,
2013,Will Davis,CB,Utah State,5-11,186.0,4.51,35.5,16.0,127.0,6.52,4.02,True,3,93
2013,Everett Dawkins,DT,Florida State,6-2,292.0,5.06,30.0,23.0,103.0,7.61,4.88,True,7,229
2013,Jordan Devey,OT,Memphis,6-7,317.0,5.25,24.0,21.0,98.0,7.91,4.77,False,,
2013,Quinton Dial,DT,Alabama,6-5,318.0,5.29,,,,,,True,5,157
2013,Aaron Dobson,WR,Marshall,6-3,210.0,4.37,,,,,,True,2,59
2013,Alex Dunnachie,P,Hawaii,6-3,217.0,4.97,,,,,,False,,
2013,Zac Dysert,QB,Miami (OH),6-3,231.0,4.81,,,,,,True,7,234
2013,Lavar Edwards,DE,LSU,6-4,277.0,4.8,33.0,,119.0,7.03,4.51,True,5,142
2013,Mike Edwards,CB,Hawaii,5-9,189.0,4.56,36.0,14.0,124.0,6.94,4.18,True,3,99
2013,Tyler Eifert,TE,Notre Dame,6-5,250.0,4.68,35.5,22.0,119.0,6.92,4.32,True,1,21
2013,Matt Elam,S,Florida,5-10,208.0,4.43,35.5,17.0,118.0,,,True,1,32
2013,Andre Ellington,RB,Clemson,5-9,199.0,4.61,34.0,,122.0,,,True,6,187
2013,Zach Ertz,TE,Stanford,6-5,249.0,4.76,30.5,24.0,111.0,7.08,4.47,True,2,35
2013,Gavin Escobar,TE,San Diego State,6-6,254.0,4.84,32.0,,114.0,7.07,4.31,True,2,47
2013,Josh Evans,S,Florida,6-1,207.0,4.58,34.5,,123.0,6.64,4.1,True,6,169
2013,Chris Faulk,OT,LSU,6-5,331.0,5.08,,25.0,,,,False,,
2013,Joseph Fauria,TE,UCLA,6-7,259.0,4.82,,17.0,,,,False,,
2013,Eric Fisher,OT,Central Michigan,6-7,306.0,5.05,28.5,27.0,116.0,7.59,4.44,True,1,1
2013,Sharrif Floyd,DT,Florida,6-3,297.0,4.92,30.0,,106.0,7.4,4.75,True,1,23
2013,D.J. Fluker,OT,Alabama,6-5,339.0,5.31,,21.0,,,,True,1,11
2013,Manese Foketi,OG,Texas A&M,6-5,318.0,5.54,23.5,25.0,102.0,8.11,5.06,False,,
2013,Michael Ford,RB,LSU,5-9,210.0,4.5,38.5,25.0,130.0,6.87,4.25,False,,
2013,Reid Fragel,OT,Ohio State,6-8,308.0,5.14,30.0,33.0,113.0,7.62,4.68,True,7,240
2013,Johnathan Franklin,RB,UCLA,5-10,205.0,4.49,31.5,18.0,115.0,6.89,4.31,True,4,125
2013,Travis Frederick,C,Wisconsin,6-4,312.0,5.58,28.5,21.0,97.0,7.81,4.76,True,1,31
2013,Corey Fuller,WR,Virginia Tech,6-2,204.0,4.43,31.5,12.0,120.0,,,True,6,171
2013,Matt Furstenburg,TE,Maryland,6-4,242.0,4.62,35.5,18.0,115.0,7.09,4.35,False,,
2013,Rogers Gaines,OT,Tennessee State,6-6,334.0,5.24,23.0,28.0,,,5.24,False,,
2013,Kwame Geathers,DT,Georgia,6-5,342.0,5.44,26.5,,96.0,8.11,5.27,False,,
2013,William Gholston,DE,Michigan State,6-6,281.0,4.96,28.5,23.0,110.0,7.2,4.59,True,4,126
2013,Garrett Gilkey,OT,Chadron State,6-6,318.0,5.29,30.0,28.0,108.0,7.65,4.75,True,7,227
2013,Mike Gillislee,RB,Florida,5-11,208.0,4.55,30.5,15.0,119.0,7.12,4.4,True,5,164
2013,Mike Glennon,QB,North Carolina State,6-7,225.0,4.94,26.5,,102.0,7.49,4.52,True,3,73
2013,Tyrone Goard,WR,East. Kentucky,6-4,205.0,4.5,36.0,10.0,123.0,6.9,4.39,False,,
2013,Zaviar Gooden,OLB,Missouri,6-1,234.0,4.47,34.0,27.0,131.0,6.71,4.18,True,3,97
2013,Malliciah Goodman,DE,Clemson,6-4,276.0,4.87,31.5,26.0,114.0,,,True,4,127
2013,Marquise Goodwin,WR,Texas,5-9,183.0,4.27,,13.0,132.0,,,True,3,78
2013,Chris Gragg,TE,Arkansas,6-3,244.0,4.5,37.5,18.0,125.0,7.08,4.51,True,7,222
2013,Ray Graham,RB,Pittsburgh,5-9,199.0,4.8,32.5,18.0,112.0,7.17,4.21,False,,
2013,Dwayne Gratz,CB,Connecticut,5-11,201.0,4.47,38.0,22.0,125.0,6.7,4.15,True,3,64
2013,MarQueis Gray,QB,Minnesota,6-3,240.0,4.65,30.0,15.0,111.0,7.25,4.3,False,,
2013,Khaseem Greene,OLB,Rutgers,6-1,241.0,4.71,30.0,17.0,116.0,7.58,4.2,True,4,117
2013,Cory Grissom,DT,South Florida,6-1,306.0,5.31,27.5,22.0,97.0,7.79,4.81,False,,
2013,Cobi Hamilton,WR,Arkansas,6-2,212.0,4.56,29.5,11.0,107.0,,4.31,True,6,197
2013,Johnathan Hankins,DT,Ohio State,6-3,320.0,5.31,26.0,,104.0,7.59,4.61,True,2,49
2013,D.J. Harper,RB,Boise State,5-9,211.0,4.52,33.5,23.0,120.0,7.07,4.35,False,,
2013,Chris Harper,WR,Kansas State,6-1,229.0,4.55,35.5,20.0,116.0,6.89,4.39,True,4,123
2013,Montel Harris,RB,Temple,5-8,208.0,4.68,32.5,19.0,113.0,6.95,4.18,False,,
2013,Mark Harrison,WR,Rutgers,6-3,231.0,4.46,38.5,17.0,129.0,6.99,4.33,False,,
2013,Tanner Hawkinson,OT,Kansas,6-5,298.0,5.07,28.5,,112.0,7.52,4.51,True,5,156
2013,Terry Hawthorne,CB,Illinois,6-0,195.0,4.44,35.5,13.0,116.0,,,True,5,150
2013,D.J. Hayden,CB,Houston,5-11,191.0,4.4,,,,,,True,1,12
2013,Brandon Hepburn,ILB,Florida A&M,6-2,240.0,4.68,32.0,21.0,124.0,7.4,4.55,True,7,245
2013,Eric Herman,OG,Ohio,6-4,320.0,5.25,28.0,36.0,95.0,7.99,5.09,True,7,225
2013,Aaron Hester,CB,UCLA,6-2,198.0,4.62,29.0,,112.0,7.26,4.33,False,,
2013,Jordan Hill,DT,Penn State,6-1,303.0,5.23,22.5,28.0,103.0,7.49,4.51,True,3,87
2013,Gerald Hodges,OLB,Penn State,6-1,243.0,4.78,,22.0,119.0,,,True,4,120
2013,DeVonte Holloman,OLB,South Carolina,6-1,243.0,4.76,33.0,15.0,113.0,7.3,4.26,True,6,185
2013,Khaled Holmes,C,USC,6-3,302.0,5.29,,13.0,,,,True,4,121
2013,DeAndre Hopkins,WR,Clemson,6-1,214.0,4.57,36.0,15.0,115.0,,4.5,True,1,27
2013,Dustin Hopkins,K,Florida State,6-2,193.0,4.74,33.5,,116.0,,,True,6,177
2013,Josh Hubner,P,Arizona State,6-4,232.0,5.06,,13.0,,,,False,,
2013,Montori Hughes,DT,Tennessee-Martin,6-4,329.0,5.23,26.5,22.0,104.0,7.85,4.7,True,5,139
2013,Margus Hunt,DE,SMU,6-8,277.0,4.62,34.5,38.0,121.0,7.07,4.51,True,2,53
2013,Justin Hunter,WR,Tennessee,6-4,196.0,4.44,39.5,,136.0,,4.33,True,2,34
2013,Micah Hyde,CB,Iowa,6-0,197.0,4.56,33.0,12.0,121.0,6.78,4.2,True,5,159
2013,Luke Ingram,LS,Hawaii,6-5,258.0,5.05,,24.0,106.0,,,False,,
2013,Mark Jackson,OG,Glenville State,6-5,328.0,5.65,20.5,20.0,91.0,8.07,5.03,False,,
2013,Mike James,RB,Miami (FL),5-10,223.0,4.53,35.0,28.0,115.0,,4.62,True,6,189
2013,Jawan Jamison,RB,Rutgers,5-7,203.0,4.68,29.0,20.0,110.0,,,True,7,228
2013,Stefphon Jefferson,RB,Nevada,5-10,213.0,4.68,31.0,15.0,117.0,6.97,4.44,False,,
2013,D.C. Jefferson,TE,Rutgers,6-6,255.0,4.97,,3.0,,,,True,7,219
2013,Tony Jefferson,S,Oklahoma,5-11,213.0,4.75,,16.0,,,,False,,
2013,Brandon Jenkins,DE,Florida State,6-2,251.0,5.07,,18.0,,,,True,5,162
2013,Jelani Jenkins,ILB,Florida,6-0,243.0,4.65,,27.0,,,,True,4,104
2013,John Jenkins,DT,Georgia,6-4,346.0,5.21,,30.0,,,,True,3,82
2013,Luke Joeckel,OT,Texas A&M,6-6,306.0,5.3,28.5,27.0,106.0,7.4,4.68,True,1,2
2013,Darius Johnson,WR,SMU,5-9,179.0,4.6,32.0,6.0,109.0,,4.53,False,,
2013,Josh Johnson,CB,Purdue,5-9,199.0,4.65,35.0,16.0,114.0,6.99,4.25,False,,
2013,Keelan Johnson,S,Arizona State,6-0,209.0,4.54,36.5,12.0,125.0,6.77,4.07,False,,
2013,Lane Johnson,OT,Oklahoma,6-6,303.0,4.72,34.0,28.0,118.0,7.31,4.52,True,1,4
2013,Nico Johnson,ILB,Alabama,6-2,248.0,4.73,,,,,,True,4,99
2013,Oscar Johnson,OT,Louisiana Tech,6-5,331.0,5.49,22.0,,88.0,8.06,5.06,False,,
2013,T.J. Johnson,C,South Carolina,6-4,310.0,5.33,25.5,32.0,96.0,7.83,4.74,True,7,251
2013,Jamaal Johnson-Webb,OG,Alabama A&M,6-5,313.0,5.37,23.0,17.0,92.0,8.12,4.74,False,,
2013,Abry Jones,DT,Georgia,6-3,313.0,5.06,26.5,30.0,101.0,,,False,,
2013,Barrett Jones,C,Alabama,6-4,306.0,5.43,,,,,,True,4,113
2013,Chris Jones,DT,Bowling Green,6-2,302.0,5.33,,30.0,,7.34,4.44,True,6,198
2013,Datone Jones,DE,UCLA,6-4,283.0,4.8,31.5,29.0,112.0,7.32,4.32,True,1,26
2013,Jarvis Jones,OLB,Georgia,6-2,245.0,4.74,,,,,,True,1,17
2013,Landry Jones,QB,Oklahoma,6-4,225.0,5.11,31.0,,115.0,7.12,4.3,True,4,115
2013,Dion Jordan,OLB,Oregon,6-6,248.0,4.54,32.5,,122.0,7.02,4.35,True,1,3
2013,Nick Kasa,TE,Colorado,6-6,269.0,4.71,31.5,22.0,113.0,,,True,6,172
2013,Brandon Kaufman,WR,East. Washington,6-5,216.0,4.67,33.5,9.0,115.0,7.11,4.44,False,,
2013,Travis Kelce,TE,Cincinnati,6-5,255.0,4.63,,,,,,True,3,63
2013,Tavarres King,WR,Georgia,6-0,189.0,4.47,36.5,11.0,123.0,6.91,4.33,True,5,161
2013,A.J. Klein,ILB,Iowa State,6-1,250.0,4.66,,20.0,113.0,,,True,5,148
2013,Collin Klein,QB,Kansas State,6-5,226.0,4.78,29.0,,111.0,7.17,4.4,False,,
2013,Jake Knott,OLB,Iowa State,6-2,243.0,4.84,,,,,,False,,
2013,Scott Kovanda,P,Ball State,6-2,207.0,4.84,,,,,,False,,
2013,Joe Kruger,DE,Utah,6-6,269.0,4.83,34.0,24.0,117.0,7.17,4.46,True,7,212
2013,Edmund Kugbila,OG,Valdosta State,6-4,317.0,5.13,22.5,23.0,105.0,7.72,4.65,True,4,108
2013,Eddie Lacy,RB,Alabama,5-11,231.0,4.55,,,,,,True,2,61
2013,Marcus Lattimore,RB,South Carolina,5-11,221.0,4.65,,,,,,True,4,131
2013,Alec Lemon,WR,Syracuse,6-1,202.0,4.59,32.0,7.0,112.0,7.04,4.29,False,,
2013,Corey Lemonier,DE,Auburn,6-3,255.0,4.6,33.0,27.0,119.0,7.14,4.4,True,3,88
2013,Robert Lester,S,Alabama,6-1,220.0,4.66,33.5,,117.0,,,False,,
2013,Kapron Lewis-Moore,DT,Notre Dame,6-4,298.0,4.95,,,,,,True,6,200
2013,Zach Line,FB,SMU,6-0,232.0,4.77,30.5,26.0,111.0,,,False,,
2013,Jeff Locke,P,UCLA,6-1,209.0,4.82,,,,,,True,5,155
2013,Bennie Logan,DT,LSU,6-2,309.0,5.08,25.0,30.0,104.0,7.53,4.67,True,3,67
2013,P.J. Lonergan,C,LSU,6-3,304.0,5.38,,25.0,,,,False,,
2013,Kyle Long,OG,Oregon,6-6,313.0,4.91,28.0,,107.0,7.83,4.63,True,1,20
2013,John Lotulelei,OLB,UNLV,5-11,233.0,4.84,35.5,25.0,117.0,6.91,4.3,False,,
2013,Star Lotulelei,DT,Utah,6-2,311.0,5.14,,,,,,True,1,14
2013,Philip Lutzenkirchen,TE,Auburn,6-3,258.0,4.94,30.5,21.0,112.0,7.15,4.35,False,,
2013,Joe Madsen,C,West Virginia,6-3,310.0,5.2,25.0,25.0,98.0,7.6,4.83,False,,
2013,Lamar Mady,OG,Youngstown State,6-2,317.0,5.48,23.0,35.0,95.0,8.07,4.82,False,,
2013,Brandon Magee,OLB,Arizona State,5-11,223.0,4.74,,,114.0,,,False,,
2013,Brett Maher,K,Nebraska,6-0,186.0,4.89,,,,,,False,,
2013,E.J. Manuel,QB,Florida State,6-5,237.0,4.65,34.0,,118.0,7.08,4.21,True,1,16
2013,Stansly Maponga,DE,TCU,6-2,256.0,4.78,,30.0,,,,True,5,153
2013,Luke Marquardt,OT,Azusa Pacific,6-8,315.0,5.34,,31.0,,,,False,,
